FEATUREDES,NAME,ZIPCODE,LONG_CEN,LAT_CEN,DISTRICT,lat,long,HRA_name,geometry
School-Alternative,Seattle Skills Center,98134,-122.3308471,47.58192189,SEATTLE,-122.3308452,47.58192371,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.330845189697, 47.5819237139494)"
School-Elementary,Sunnycrest Elementary School,98032,-122.282157,47.38054576,FEDERAL WAY,-122.2821541,47.38054765,Kent - West,"c(-122.282154142561, 47.3805476525244)"
School-Elementary,Kent Elementary School,98032,-122.2519426,47.38032212,KENT,-122.2519397,47.38032406,Kent - West,"c(-122.251939712555, 47.3803240567522)"
School-Alternative,TOPS K-8 School (The Option Program at Seward),98102,-122.3241783,47.64228424,SEATTLE,-122.3241767,47.64228606,"Montlake, Madison Park, and Madrona","c(-122.324176704259, 47.6422860580931)"
School-Elementary,Sierra Heights Elementary School,98059,-122.1659163,47.51426355,RENTON,-122.1659141,47.5142657,Renton - North,"c(-122.165914126318, 47.51426569713)"
School-Junior High/Middle,Beaver Lake Middle School,98029,-122.0056933,47.57990044,ISSAQUAH,-122.0056916,47.5799029,Sammamish,"c(-122.005691569626, 47.5799029029866)"
School-Elementary,Loyal Heights Elementary School,98117,-122.3889948,47.68620215,SEATTLE,-122.3889934,47.68620382,Seattle - Ballard,"c(-122.388993383893, 47.6862038199872)"
School-Elementary,Challenger Elementary School,98029,-122.0039755,47.57739018,ISSAQUAH,-122.0039737,47.57739265,Sammamish,"c(-122.003973747321, 47.5773926506911)"
School-Elementary,Crestwood Elementary School,98042,-122.1035854,47.37585008,KENT,-122.1035825,47.37585237,Covington,"c(-122.103582467129, 47.3758523702165)"
School-Elementary,Rock Creek Elementary School,98038,-122.0214075,47.37189404,TAHOMA,-122.0214046,47.37189651,Maple Valley,"c(-122.021404617835, 47.3718965129945)"
School-Other Facility,Administration Center-Tahoma,98038,-122.0221958,47.37106322,TAHOMA,-122.0221929,47.3710657,Maple Valley,"c(-122.022192933035, 47.3710657004888)"
School-Elementary,Endeavor Elementary School,98029,-121.9882654,47.57041663,ISSAQUAH,-121.9882636,47.57041912,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.988263631078, 47.5704191208779)"
School-Alternative,Cascade Parent Partnership Program,98119,-122.3222961,47.67730227,SEATTLE,-122.3222946,47.67730408,Green Lake and Phinney Ridge,"c(-122.322294620695, 47.677304075217)"
School-High,Franklin High School,98144,-122.2929979,47.57636821,SEATTLE,-122.292996,47.57637009,Seattle - Rainier Valley and Rainier Beach,"c(-122.29299598884, 47.5763700928778)"
School-Elementary,Rainier View Elementary School,98003,-122.2944503,47.27109312,FEDERAL WAY,-122.2944468,47.27109497,"Lakeland, Algona, Pacific, and Milton","c(-122.294446768788, 47.2710949665994)"
School-Other Facility,Administrative Building-Federal Way,98003,-122.311154,47.32026718,FEDERAL WAY,-122.3111508,47.32026901,Federal Way - North Corridor,"c(-122.311150791774, 47.3202690090086)"
School-Elementary,Sunny Hills Elementary School,98075,-122.0288006,47.58033443,ISSAQUAH,-122.0287989,47.58033684,Sammamish,"c(-122.028798863765, 47.5803368387394)"
School-Junior High/Middle,Chief Kanim Middle School,98024,-121.904809,47.56952548,SNOQUALMIE VALLEY,-121.9048073,47.56952805,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.904807326973, 47.5695280481328)"
School-Elementary,John Rogers Elementary School,98125,-122.2846099,47.7070727,SEATTLE,-122.2846086,47.70707458,Seattle - Northgate and Lake City,"c(-122.284608624681, 47.7070745755808)"
School-Elementary,Camelot Elementary School,98001,-122.2848188,47.33421635,FEDERAL WAY,-122.2848156,47.33421823,"Lakeland, Algona, Pacific, and Milton","c(-122.284815613716, 47.334218228774)"
School-Elementary,Hawthorne Elementary School,98118,-122.283387,47.56590402,SEATTLE,-122.283385,47.56590591,Seattle - Rainier Valley and Rainier Beach,"c(-122.283385029217, 47.5659059123959)"
School-Alternative,John Stanford International Elementary School,98105,-122.324021,47.65735288,SEATTLE,-122.3240195,47.65735469,Fremont and Wallingford,"c(-122.32401946446, 47.6573546889202)"
School-Other Facility,Transportation/Maintenance,98057,-122.2018432,47.48896992,RENTON,-122.2018409,47.48897199,Renton - North,"c(-122.201840932608, 47.4889719856198)"
School-Alternative,Holy Rosary School,98116,-122.3850212,47.56541795,SEATTLE,-122.3850193,47.5654197,Seattle - West Seattle,"c(-122.38501931325, 47.5654196991079)"
School-Elementary,Christ the King School,98133,-122.3535291,47.71391534,SEATTLE,-122.3535278,47.71391707,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.353527795743, 47.71391706782)"
School-Alternative,Crest Learning Center,98040,-122.223118,47.57159759,MERCER ISLAND,-122.2231161,47.57159959,Mercer Island and Point Cities,"c(-122.223116108416, 47.5715995902992)"
School-Other Facility,Administration Center-Mercer Island,98040,-122.223476,47.57134918,MERCER ISLAND,-122.2234741,47.57135118,Mercer Island and Point Cities,"c(-122.223474130476, 47.5713511807685)"
School-College or University,Green River College - Kent Campus,98032,-122.2351398,47.38449059,KENT,-122.2351369,47.38449257,Kent - Central,"c(-122.235136941811, 47.3844925724069)"
School-Junior High/Middle,Thunder Mountain Middle School,98022,-121.987513,47.22310338,ENUMCLAW,-121.9875102,47.22310531,"Enumclaw, Black Diamond, and Southeast King County","c(-121.987510185728, 47.2231053067208)"
School-Elementary,Louisa May Alcott School,98053,-122.0375608,47.64672037,LAKE WASHINGTON,-122.0375594,47.6467227,Bear Creek and Greater Sammamish,"c(-122.037559367894, 47.646722702149)"
