FEATUREDES,NAME,ZIPCODE,LONG_CEN,LAT_CEN,DISTRICT,lat,long,HRA_name,geometry
School-Junior High/Middle,Maple View Middle School,98042,-122.1010795,47.38825558,TAHOMA,-122.1010767,47.38825787,"East Highlands, Hobart, and Greater Maple Valley","c(-122.101076691271, 47.388257869074)"
School-Elementary,Calvary Lutheran,98008,-122.1222131,47.61488468,BELLEVUE,-122.1222115,47.61488687,Bellevue - Central,"c(-122.122211482066, 47.6148868743807)"
School-High,Interlake High School,98008,-122.1241172,47.62936214,BELLEVUE,-122.1241156,47.62936433,Bellevue - Northeast,"c(-122.124115581972, 47.6293643256246)"
School-Other Facility,Administration Center-Lake Washington,98052,-122.1234905,47.67099088,LAKE WASHINGTON,-122.1234891,47.67099304,Redmond - North,"c(-122.123489138344, 47.6709930426134)"
School-Alternative,Transition Academy - Redmond,98052,-122.1187037,47.67470447,LAKE WASHINGTON,-122.1187023,47.67470664,Redmond - North,"c(-122.118702307407, 47.6747066420482)"
School-Junior High/Middle,Mattson Middle School,98042,-122.1202429,47.37827785,KENT,-122.12024,47.3782801,Covington,"c(-122.12024002102, 47.3782800990207)"
School-Elementary,Spiritridge Elementary School,98008,-122.1200678,47.58781649,BELLEVUE,-122.1200661,47.5878187,Bellevue - Northeast,"c(-122.120066074752, 47.5878187016599)"
School-Elementary,Lake View Elementary School,98092,-122.122278,47.3165793,AUBURN,-122.1222748,47.31658154,"Enumclaw, Black Diamond, and Southeast King County","c(-122.122274773605, 47.316581536321)"
School-High,Lindbergh High School,98058,-122.166165,47.4548025,RENTON,-122.1661625,47.45480464,Renton - South,"c(-122.166162529765, 47.4548046423001)"
School-Elementary,Wellington Elementary School,98072,-122.1202619,47.76767812,NORTHSHORE,-122.120261,47.76768017,Bothell and Woodinville,"c(-122.120260958954, 47.7676801660771)"
School-Elementary,Ridgecrest Elementary School,98155,-122.3176568,47.7491426,SHORELINE,-122.3176556,47.74914439,Shoreline,"c(-122.317655640884, 47.7491443937921)"
School-Elementary,Fairwood Elementary School,98058,-122.1415542,47.45336699,KENT,-122.1415518,47.4533692,Fairwood,"c(-122.141551775119, 47.453369196295)"
School-Elementary,Ardmore Elementary School,98008,-122.1179302,47.6394893,BELLEVUE,-122.1179286,47.63949149,Bellevue - Northeast,"c(-122.117928642732, 47.6394914924704)"
School-Elementary,Maple Valley Christian Elementary School,98058,-122.1113666,47.45259506,KENT,-122.1113642,47.45259734,"East Highlands, Hobart, and Greater Maple Valley","c(-122.111364197538, 47.4525973419881)"
School-Elementary,Redmond Elementary School,98052,-122.1164883,47.67543775,LAKE WASHINGTON,-122.1164869,47.67543992,Redmond - North,"c(-122.116486939177, 47.6754399169466)"
School-Elementary,Renton Park Elementary School,98058,-122.1685501,47.45148418,RENTON,-122.1685477,47.45148632,Renton - South,"c(-122.168547653427, 47.4514863151248)"
School-Elementary,McMicken Heights Elementary School,98188,-122.2852108,47.45328686,HIGHLINE,-122.2852083,47.45328876,Seatac,"c(-122.285208312761, 47.4532887577691)"
School-Junior High/Middle,Tolt Middle School,98014,-121.9143271,47.64242113,RIVERVIEW,-121.9143257,47.64242361,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.914325744688, 47.6424236125336)"
School-Alternative,Renton Academy,98055,-122.1974439,47.45640223,RENTON,-122.1974415,47.4564043,Renton - South,"c(-122.197441463353, 47.456404303379)"
School-Alternative,Seattle Country Day School,98109,-122.3503873,47.64362992,SEATTLE,-122.3503857,47.64363169,Seattle - Queen Anne,"c(-122.350385664958, 47.6436316867656)"
School-High,Rainier Christian Middle and High School,98092,-122.0741424,47.31013892,KENT,-122.0741391,47.31014127,"Enumclaw, Black Diamond, and Southeast King County","c(-122.074139094965, 47.3101412652684)"
School-Elementary,Lafayette Elementary School,98116,-122.3870048,47.57989631,SEATTLE,-122.3870029,47.57989805,Seattle - West Seattle,"c(-122.387002927299, 47.5798980539647)"
School-Elementary,Cedar Valley Elementary School,98042,-122.0856684,47.36475588,KENT,-122.0856654,47.36475821,Covington,"c(-122.085665441139, 47.3647582076146)"
School-Junior High/Middle,Evergreen Middle School,98032,-122.2829828,47.36128453,FEDERAL WAY,-122.2829798,47.36128642,Kent - West,"c(-122.282979756872, 47.3612864162068)"
School-Elementary,Cherry Valley Elementary School,98019,-121.9821248,47.74719287,RIVERVIEW,-121.9821239,47.74719518,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.982123873965, 47.7471951797029)"
School-Elementary,Jenkins Creek Elementary School,98042,-122.0944771,47.36036991,KENT,-122.0944742,47.36037221,Covington,"c(-122.094474171853, 47.3603722146803)"
School-Elementary,Eton School,98008,-122.1284698,47.63442906,BELLEVUE,-122.1284682,47.63443123,Bellevue - Northeast,"c(-122.128468204622, 47.6344312287618)"
School-Junior High/Middle,Seattle Girls School,98144,-122.297041,47.59953503,SEATTLE,-122.2970392,47.5995369,"Montlake, Madison Park, and Madrona","c(-122.297039239278, 47.5995368983678)"
School-Elementary,Briarcrest Elementary School,98155,-122.2977315,47.74224075,SHORELINE,-122.2977303,47.74224259,Shoreline,"c(-122.29773032312, 47.7422425923982)"
School-Elementary,Highlands Elementary School,98056,-122.1823399,47.49549599,RENTON,-122.1823377,47.4954981,Renton - North,"c(-122.182337670288, 47.495498103722)"
School-Elementary,Grass Lake Elementary School,98042,-122.0865743,47.34462898,KENT,-122.0865712,47.3446313,"Enumclaw, Black Diamond, and Southeast King County","c(-122.086571207304, 47.3446312964462)"
School-High,Auburn Mountainview High School,98092,-122.1718747,47.34198023,AUBURN,-122.1718716,47.34198235,Auburn - North,"c(-122.171871594904, 47.341982351253)"
School-High,Cedarcrest High School,98019,-121.9524801,47.73562933,RIVERVIEW,-121.9524792,47.73563168,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.952479173676, 47.7356316820958)"
School-Elementary,Lakeridge Elementary School,98178,-122.239963,47.49981189,RENTON,-122.2399607,47.49981386,Skyway,"c(-122.239960730157, 47.4998138577434)"
School-Elementary,Sunrise Elementary School,98022,-122.0147529,47.18553143,ENUMCLAW,-122.0147509,47.18553287,"Enumclaw, Black Diamond, and Southeast King County","c(-122.01475094587, 47.1855328690913)"
School-Alternative,Middle College High School at Seattle University,98122,-122.3171121,47.61065349,SEATTLE,-122.3171103,47.61065533,"Seattle - Downtown, Belltown, and First Hill","c(-122.317110329805, 47.6106553269254)"
School-High,Seattle Lutheran High School,98116,-122.384548,47.56503503,SEATTLE,-122.3845461,47.56503679,Seattle - West Seattle,"c(-122.384546050051, 47.5650367873974)"
School-Other Facility,Maintenance and Operations,98040,-122.2229141,47.57194353,MERCER ISLAND,-122.2229122,47.57194553,Mercer Island and Point Cities,"c(-122.222912240515, 47.5719455306196)"
School-Elementary,West Mercer Elementary School,98040,-122.2311089,47.57163127,MERCER ISLAND,-122.231107,47.57163325,Mercer Island and Point Cities,"c(-122.23110696925, 47.5716332521604)"
School-Elementary,Sunset Elementary School,98008,-122.101634,47.56879205,ISSAQUAH,-122.1016322,47.56879431,Bellevue - Northeast,"c(-122.10163220968, 47.5687943141148)"
School-Junior High/Middle,Kirkland Middle School,98033,-122.2006628,47.69055932,LAKE WASHINGTON,-122.2006614,47.69056134,Kirkland - South,"c(-122.200661441507, 47.6905613424566)"
School-Alternative,Tesla STEM High School,98053,-122.0377604,47.6486814,LAKE WASHINGTON,-122.037759,47.64868374,Bear Creek and Greater Sammamish,"c(-122.037758969783, 47.6486837358169)"
School-K-12,St. Monica Catholic School,98040,-122.2224467,47.56891047,MERCER ISLAND,-122.2224448,47.56891247,Mercer Island and Point Cities,"c(-122.222444775778, 47.568912468715)"
School-Elementary,Gatewood Elementary School,98136,-122.3884995,47.54025048,SEATTLE,-122.3884974,47.54025224,Seattle - West Seattle,"c(-122.388497409094, 47.5402522408923)"
School-Alternative,Big Picture School,98148,-122.3280277,47.43696982,HIGHLINE,-122.3280251,47.43697166,Burien,"c(-122.328025098318, 47.436971658653)"
School-Junior High/Middle,Kilo Middle School,98001,-122.2781246,47.32681096,FEDERAL WAY,-122.2781214,47.32681285,"Lakeland, Algona, Pacific, and Milton","c(-122.278121386312, 47.3268128477864)"
School-Elementary,Twin Lakes Elementary School,98023,-122.3882462,47.31597397,FEDERAL WAY,-122.388243,47.31597565,Federal Way - Dash Point and Southern Rim,"c(-122.388242993163, 47.3159756472916)"
School-Elementary,Thorndyke Elementary School,98188,-122.2766454,47.46837553,TUKWILA,-122.276643,47.46837744,Tukwila,"c(-122.276642984027, 47.4683774443837)"
School-Alternative,Hope Lutheran School,98116,-122.3850711,47.56341831,SEATTLE,-122.3850691,47.56342007,Seattle - West Seattle,"c(-122.385069119183, 47.5634200660394)"
School-Elementary,Maplewood Heights Elementary School,98059,-122.1471036,47.48240528,RENTON,-122.1471013,47.48240748,Renton - North,"c(-122.147101311319, 47.4824074793283)"
School-Elementary,Westwood Elementary School,98022,-122.0579836,47.22894698,ENUMCLAW,-122.0579805,47.22894904,"Enumclaw, Black Diamond, and Southeast King County","c(-122.057980453387, 47.228949044897)"
School-Elementary,Samantha Smith Elementary School,98074,-122.0272972,47.62080855,LAKE WASHINGTON,-122.0272957,47.62081093,Sammamish,"c(-122.027295671515, 47.6208109276987)"
School-Other Facility,Auburn Administrative Center,98002,-122.2171684,47.3119848,AUBURN,-122.2171651,47.31198681,Auburn - North,"c(-122.217165131776, 47.3119868149215)"
School-Elementary,Laurelhurst Elementary School,98105,-122.2778494,47.66219579,SEATTLE,-122.2778479,47.66219768,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.277847917251, 47.6621976848221)"
School-Elementary,Maple Elementary School,98108,-122.3188978,47.55812445,SEATTLE,-122.3188959,47.5581263,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.318895863374, 47.5581262999211)"
School-Alternative,Villa Academy School,98105,-122.2734555,47.66372386,SEATTLE,-122.273454,47.66372576,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.27345397069, 47.6637257604894)"
School-High,Auburn Riverside High School,98092,-122.2221795,47.26776216,AUBURN,-122.222176,47.26776416,Auburn - South,"c(-122.2221759978, 47.2677641648764)"
School-High,Northwest Yeshiva High School,98040,-122.2200397,47.55778564,MERCER ISLAND,-122.2200377,47.55778765,Mercer Island and Point Cities,"c(-122.220037716924, 47.5577876527848)"
School-Junior High/Middle,Odle Middle School,98007,-122.1492292,47.61479216,BELLEVUE,-122.1492275,47.6147943,Bellevue - Central,"c(-122.149227529205, 47.6147942999014)"
School-Elementary,Mirror Lake Elementary School,98003,-122.3248972,47.31959607,FEDERAL WAY,-122.324894,47.31959787,Federal Way - Central,"c(-122.324894010749, 47.3195978745911)"
School-Elementary,Neely-O Brien Elementary School,98032,-122.2563065,47.39159165,KENT,-122.2563036,47.39159359,Kent - West,"c(-122.256303625744, 47.391593585206)"
School-Elementary,Campbell Hill Elementary School,98178,-122.2532807,47.49245126,RENTON,-122.2532785,47.4924532,Skyway,"c(-122.253278464043, 47.4924531992519)"
School-College or University,Lake Washington Institute of Technology Redmond Campus,98052,-122.1062363,47.66428093,LAKE WASHINGTON,-122.106235,47.66428313,Redmond - South,"c(-122.106234958585, 47.664283130784)"
School-High,Puget Sound Community School,98134,-122.3242964,47.59629929,SEATTLE,-122.3242946,47.59630111,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.324294551406, 47.5963011137473)"
School-Elementary,Arrowhead Elementary School,98028,-122.2516911,47.73705607,NORTHSHORE,-122.25169,47.73705801,Kenmore and Lake Forest Park,"c(-122.251689955492, 47.7370580071862)"
School-Elementary,West Seattle Elementary School,98116,-122.3967308,47.57268905,SEATTLE,-122.3967289,47.57269079,Seattle - West Seattle,"c(-122.39672886876, 47.5726907863146)"
School-Elementary,View Ridge Elementary School,98115,-122.2761816,47.68063746,SEATTLE,-122.2761802,47.68063935,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.276180207188, 47.6806393527526)"
School-College or University,Cornish College Kerry Hall,98102,-122.3230347,47.62530702,SEATTLE,-122.3230331,47.62530884,Seattle - Capitol Hill,"c(-122.323033077208, 47.6253088419465)"
School-Alternative,Holy Family Parish School K-8,98033,-122.1806756,47.67023031,LAKE WASHINGTON,-122.1806742,47.67023237,Kirkland - South,"c(-122.180674206457, 47.6702323713538)"
School-Alternative,Northwest Montessori - West Seattle,98126,-122.3762185,47.53604157,SEATTLE,-122.3762164,47.53604335,Seattle - Delridge,"c(-122.376216413975, 47.5360433517631)"
School-Alternative,Northwest Montessori - Wedgwood,98115,-122.3003366,47.68223475,SEATTLE,-122.3003351,47.6822366,Seattle - Ravenna and Bryant,"c(-122.300335141365, 47.6822365965647)"
School-Elementary,Decatur Elementary School,98115,-122.2828238,47.68557098,SEATTLE,-122.2828224,47.68557285,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.282822350219, 47.685572854997)"
School-Alternative,Seattle Waldorf High School,98115,-122.2649369,47.68779046,SEATTLE,-122.2649355,47.68779237,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.264935499445, 47.6877923739745)"
School-Elementary,Bellevue Christian Three Points Elementary School,98039,-122.2352009,47.63604951,BELLEVUE,-122.2351993,47.63605148,Mercer Island and Point Cities,"c(-122.235199256652, 47.6360514778595)"
School-High,Talley High School,98178,-122.2364218,47.48549338,RENTON,-122.2364195,47.48549535,Skyway,"c(-122.236419474874, 47.48549535461)"
School-Elementary,Daniel Bagley Elementary School,98103,-122.3424462,47.68625583,SEATTLE,-122.3424448,47.6862576,Green Lake and Phinney Ridge,"c(-122.342444800467, 47.686257597677)"
School-High,Auburn High School,98002,-122.2197112,47.30859209,AUBURN,-122.2197079,47.3085941,Auburn - North,"c(-122.219707886868, 47.308594097988)"
School-Elementary,Honey Dew Elementary School,98059,-122.1632537,47.49635175,RENTON,-122.1632515,47.49635391,Renton - North,"c(-122.16325146512, 47.4963539065771)"
School-Elementary,Medina Elementary School,98039,-122.2339313,47.61692363,BELLEVUE,-122.2339296,47.6169256,Mercer Island and Point Cities,"c(-122.233929648342, 47.6169256031628)"
School-Other Facility,Administration/Transportation,98065,-121.8288404,47.52884877,SNOQUALMIE VALLEY,-121.8288387,47.52885145,Snoqualmie and North Bend,"c(-121.828838713788, 47.5288514469803)"
School-High,O'Dea High School,98104,-122.3248151,47.60775407,SEATTLE,-122.3248133,47.60775589,"Seattle - Downtown, Belltown, and First Hill","c(-122.324813320971, 47.6077558949344)"
School-Junior High/Middle,Finn Hill Middle School,98034,-122.2312512,47.72003969,LAKE WASHINGTON,-122.23125,47.72004166,Kirkland - North,"c(-122.231249973387, 47.7200416640319)"
School-Alternative,Environmental and Adventure School,98034,-122.2308918,47.71951765,LAKE WASHINGTON,-122.2308905,47.71951962,Kirkland - North,"c(-122.230890543838, 47.7195196193133)"
School-Other Facility,Transportation Center,98027,-122.0306645,47.52146153,ISSAQUAH,-122.0306625,47.52146399,Issaquah,"c(-122.030662469223, 47.5214639927298)"
School-Junior High/Middle,Lake Washington Girls Middle School,98144,-122.3049433,47.5840081,SEATTLE,-122.3049415,47.58400997,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.304941487577, 47.584009966198)"
School-Elementary,Rose Hill Elementary School,98033,-122.1672151,47.67609457,LAKE WASHINGTON,-122.1672137,47.67609666,Kirkland - South,"c(-122.167213736767, 47.6760966569879)"
School-High,Bishop Blanchet High School,98103,-122.3354723,47.6897124,SEATTLE,-122.3354709,47.68971418,Green Lake and Phinney Ridge,"c(-122.335470899123, 47.6897141804504)"
School-Elementary,Bryn Mawr Elementary School,98178,-122.2293186,47.49803484,RENTON,-122.2293163,47.49803683,Skyway,"c(-122.229316336267, 47.498036829339)"
School-Elementary,Henry David Thoreau Elementary School,98034,-122.2309261,47.72471867,LAKE WASHINGTON,-122.2309249,47.72472064,Kirkland - North,"c(-122.230924886498, 47.7247206390724)"
School-Junior High/Middle,Islander Middle School,98040,-122.2283277,47.53768453,MERCER ISLAND,-122.2283257,47.53768652,Mercer Island and Point Cities,"c(-122.22832568812, 47.5376865192023)"
School-Alternative,St. Thomas School,98039,-122.2298222,47.62141332,BELLEVUE,-122.2298205,47.6214153,Mercer Island and Point Cities,"c(-122.22982054468, 47.6214153011658)"
School-Elementary,Newcastle Elementary School,98059,-122.1600654,47.52592753,ISSAQUAH,-122.1600633,47.52592968,Newcastle and Four Creeks,"c(-122.16006329325, 47.5259296818547)"
School-Elementary,Fairview Christian School,98115,-122.3184951,47.68565737,SEATTLE,-122.3184937,47.68565918,Green Lake and Phinney Ridge,"c(-122.318493665246, 47.6856591849271)"
School-Alternative,St. Catherine of Siena Parish School,98115,-122.319916,47.69061557,SEATTLE,-122.3199146,47.69061738,Seattle - Northgate and Lake City,"c(-122.319914639278, 47.6906173755629)"
School-Alternative,St. Therese Catholic Academy,98122,-122.2880059,47.61118093,SEATTLE,-122.2880042,47.61118281,"Montlake, Madison Park, and Madrona","c(-122.288004194126, 47.611182809717)"
School-College or University,Seattle University,98122,-122.3171129,47.61065434,SEATTLE,-122.3171112,47.61065618,"Seattle - Downtown, Belltown, and First Hill","c(-122.31711116953, 47.6106561768968)"
School-Elementary,North Beach Elementary School,98117,-122.3871002,47.69486907,SEATTLE,-122.3870989,47.69487074,Seattle - Ballard,"c(-122.387098883159, 47.6948707375675)"
School-High,Mercer Island High School,98040,-122.2172354,47.57161449,MERCER ISLAND,-122.2172335,47.5716165,Mercer Island and Point Cities,"c(-122.217233495183, 47.5716165002238)"
School-High,Bothell High School,98011,-122.2188478,47.75985845,NORTHSHORE,-122.2188467,47.75986039,Bothell and Woodinville,"c(-122.218846737904, 47.7598603890538)"
School-Elementary,Spruce Street School,98101,-122.3353324,47.61687277,SEATTLE,-122.3353307,47.61687458,"Seattle - South Lake Union, Cascade, and Eastlake","c(-122.335330656906, 47.6168745760038)"
School-Junior High/Middle,Whitman Middle School,98117,-122.3776036,47.69675028,SEATTLE,-122.3776022,47.69675197,Seattle - Ballard,"c(-122.377602223615, 47.6967519682223)"
School-Alternative,Green River Montessori School,98002,-122.2174942,47.31836125,AUBURN,-122.217491,47.31836326,Auburn - North,"c(-122.217491015774, 47.3183632645784)"
School-Elementary,Chautauqua Elementary School,98070,-122.4522574,47.42760047,VASHON ISLAND,-122.4522548,47.42760212,Vashon,"c(-122.452254750893, 47.4276021249654)"
School-Elementary,Roxhill Elementary School,98126,-122.3749274,47.53283765,SEATTLE,-122.3749253,47.53283943,Seattle - Delridge,"c(-122.37492529341, 47.5328394323735)"
School-Elementary,Sacajawea Elementary School,98115,-122.3076258,47.69843631,SEATTLE,-122.3076244,47.69843814,Seattle - Northgate and Lake City,"c(-122.307624416138, 47.6984381359195)"
School-High,Vashon Island High School,98070,-122.4568707,47.42314168,VASHON ISLAND,-122.4568681,47.42314332,Vashon,"c(-122.456868054226, 47.4231433236786)"
School-Elementary,Clyde Hill Elementary School,98004,-122.2117645,47.63127952,BELLEVUE,-122.2117629,47.63128154,Mercer Island and Point Cities,"c(-122.211762926094, 47.6312815388037)"
School-Elementary,Juanita Elementary School,98034,-122.209535,47.7179677,LAKE WASHINGTON,-122.2095337,47.71796971,Kirkland - South,"c(-122.209533726463, 47.7179697058189)"
School-Elementary,Emerson Elementary School,98118,-122.2586374,47.51481887,SEATTLE,-122.2586352,47.51482081,Seattle - Rainier Valley and Rainier Beach,"c(-122.258635224928, 47.5148208053568)"
School-Elementary,East Hill Elementary School,98031,-122.2082523,47.38603468,KENT,-122.2082495,47.38603672,Kent - Central,"c(-122.208249489911, 47.3860367223878)"
School-Elementary,Kimball Elementary School,98108,-122.295913,47.53809081,SEATTLE,-122.2959109,47.5380927,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.295910931095, 47.5380926953595)"
School-Junior High/Middle,Evergreen Middle School,98053,-122.0605116,47.6681359,LAKE WASHINGTON,-122.0605103,47.66813817,Bear Creek and Greater Sammamish,"c(-122.060510279942, 47.6681381694356)"
School-High,Evergreen High School,98146,-122.3455173,47.49969766,HIGHLINE,-122.345515,47.4996995,North Highline and White Center,"c(-122.345515038463, 47.4996995009896)"
School-High,Tyee High School,98188,-122.2777483,47.43584033,HIGHLINE,-122.2777457,47.43584223,Seatac,"c(-122.27774570389, 47.4358422313735)"
School-Alternative,Maritime High School,98198,-122.3261568,47.42196899,HIGHLINE,-122.3261542,47.42197082,Des Moines and Normandy Park,"c(-122.326154158165, 47.421970824097)"
School-Elementary,Cedar Trails Elementary,98075,-122.0269369,47.56704527,ISSAQUAH,-122.0269351,47.56704769,Sammamish,"c(-122.026935133164, 47.5670476947079)"
School-Junior High/Middle,Cougar Mountain Middle School,98027,-122.0646084,47.5319318,ISSAQUAH,-122.0646064,47.53193417,Issaquah,"c(-122.064606441093, 47.5319341698857)"
School-Elementary,River Ridge Elementary School,98198,-122.287702,47.40013441,KENT,-122.2876992,47.4001363,Seatac,"c(-122.287699199377, 47.4001362971476)"
School-Elementary,Clara Barton Elementary School,98052,-122.1117996,47.70846663,LAKE WASHINGTON,-122.1117984,47.70846879,Redmond - North,"c(-122.111798443367, 47.7084687886665)"
School-Alternative,Transition Academy - Kirkland,98034,-122.188671,47.71441221,LAKE WASHINGTON,-122.1886698,47.71441424,Kirkland - South,"c(-122.188669824401, 47.7144142445016)"
School-Alternative,Cambridge Program,98034,-122.198353,47.71625679,LAKE WASHINGTON,-122.1983518,47.71625881,Kirkland - South,"c(-122.198351794471, 47.7162588079451)"
School-Junior High/Middle,Timberline Middle School,98053,-122.0317121,47.68810759,LAKE WASHINGTON,-122.0317109,47.68810989,Bear Creek and Greater Sammamish,"c(-122.031710903888, 47.6881098903033)"
School-Elementary,Chrysalis Elementary School,98072,-122.1534073,47.75105645,NORTHSHORE,-122.1534062,47.75105852,Bothell and Woodinville,"c(-122.153406239895, 47.7510585236721)"
School-Elementary,Sartori Elementary School,98057,-122.2018066,47.48758551,RENTON,-122.2018043,47.48758757,Renton - North,"c(-122.20180428353, 47.4875875703832)"
School-Junior High/Middle,Snoqualmie Middle School,98065,-121.8143367,47.51827961,SNOQUALMIE VALLEY,-121.814335,47.51828231,Snoqualmie and North Bend,"c(-121.814335018887, 47.5182823102447)"
School-Elementary,Cascadia Elementary School,98124,-122.3372886,47.69493754,SEATTLE,-122.3372872,47.69493931,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.337287223316, 47.694939309025)"
School-Elementary,Thornton Creek Elementary School,98115,-122.2844318,47.68565291,SEATTLE,-122.2844304,47.68565478,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.284430411901, 47.6856547818332)"
School-Elementary,Magnolia Elementary School,98199,-122.3926235,47.6406061,SEATTLE,-122.3926219,47.64060779,Magnolia and Interbay,"c(-122.392621927468, 47.6406077942065)"
School-Elementary,Rising Star Elementary School,98118,-122.2888694,47.52910911,SEATTLE,-122.2888673,47.529111,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.288867324727, 47.5291110028017)"
School-Alternative,Seattle Waldorf School - Meadowbrook Campus,98125,-122.2973747,47.70172644,SEATTLE,-122.2973734,47.70172829,Seattle - Northgate and Lake City,"c(-122.297373385051, 47.7017282921946)"
School-Alternative,Chestnut Montessori School,98004,-122.1967257,47.64254877,BELLEVUE,-122.1967241,47.64255081,Bellevue - Northeast,"c(-122.196724123436, 47.6425508141373)"
School-Elementary,White Center Heights Elementary School,98146,-122.3441184,47.51330828,HIGHLINE,-122.3441163,47.51331011,North Highline and White Center,"c(-122.344116267775, 47.5133101104196)"
School-Elementary,Southern Heights Elementary School,98168,-122.3157857,47.50199793,HIGHLINE,-122.3157835,47.5019998,Burien,"c(-122.315783450319, 47.5019997956248)"
School-Elementary,George T. Daniel Elementary School,98030,-122.1898936,47.38007841,KENT,-122.1898907,47.3800805,Kent - Central,"c(-122.18989073335, 47.380080498991)"
School-College or University,Highline College,98198,-122.3002231,47.38977862,HIGHLINE,-122.3002203,47.38978048,Des Moines and Normandy Park,"c(-122.300220289586, 47.3897804832467)"
School-K-12,Cedar Park Christian School,98011,-122.1893926,47.74664439,NORTHSHORE,-122.1893915,47.74664642,Bothell and Woodinville,"c(-122.1893914912, 47.7466464214356)"
School-Elementary,Sunrise Elementary School,98052,-122.1085078,47.7274362,NORTHSHORE,-122.1085067,47.72743835,Bear Creek and Greater Sammamish,"c(-122.108506696178, 47.7274383511523)"
School-Elementary,Sherwood Forest Elementary School,98008,-122.1208214,47.63058669,BELLEVUE,-122.1208199,47.63058888,Bellevue - Northeast,"c(-122.120819884984, 47.6305888796614)"
School-College or University,Seattle Central College,98122,-122.3213576,47.61689623,SEATTLE,-122.3213559,47.61689806,Seattle - Capitol Hill,"c(-122.321355881867, 47.6168980582417)"
School-Other Facility,Transportation-Highline,98148,-122.3227296,47.44278401,HIGHLINE,-122.3227271,47.44278585,Burien,"c(-122.322727058278, 47.4427858538765)"
School-Junior High/Middle,Chinook Middle School,98188,-122.2807297,47.43513742,HIGHLINE,-122.2807271,47.43513932,Seatac,"c(-122.28072709433, 47.435139318171)"
School-College or University,Seattle University Eastside Center,98004,-122.1904078,47.61211727,BELLEVUE,-122.1904061,47.61211933,Bellevue - West,"c(-122.190406071613, 47.6121193264656)"
School-Junior High/Middle,Chinook Middle School,98004,-122.2110851,47.62814001,BELLEVUE,-122.2110835,47.62814203,Mercer Island and Point Cities,"c(-122.211083485355, 47.6281420310464)"
School-Elementary,Sunrise Elementary School,98042,-122.1645399,47.40264876,KENT,-122.1645372,47.40265091,Kent - East,"c(-122.164537166773, 47.4026509082375)"
School-High,Eastside Catholic High School,98074,-122.0258741,47.60737209,LAKE WASHINGTON,-122.0258725,47.60737449,Sammamish,"c(-122.025872458367, 47.6073744865726)"
School-Junior High/Middle,Pacific Cascade Middle School,98029,-122.0106496,47.55948853,ISSAQUAH,-122.0106478,47.55949101,"Duvall, Carnation, Skykomish, and Northeast King County","c(-122.01064775926, 47.5594910053615)"
School-Junior High/Middle,Summit Trail Middle School,98051,-122.0002509,47.37281307,TAHOMA,-122.0002481,47.37281559,"East Highlands, Hobart, and Greater Maple Valley","c(-122.000248054746, 47.3728155946881)"
School-Alternative,Raisbeck Aviation High School,98108,-122.3002666,47.52073887,HIGHLINE,-122.3002644,47.52074076,Tukwila,"c(-122.30026442169, 47.5207407566874)"
School-Elementary,Mark Twain Elementary School,98033,-122.1692298,47.68687405,LAKE WASHINGTON,-122.1692284,47.68687612,Kirkland - South,"c(-122.169228417079, 47.6868761243517)"
School-Elementary,Mark Twain Elementary School,98003,-122.2988377,47.35635265,FEDERAL WAY,-122.2988347,47.35635451,Federal Way - North Corridor,"c(-122.298834665126, 47.3563545099858)"
School-Elementary,Olympic View Elementary School,98023,-122.366864,47.30936136,FEDERAL WAY,-122.3668607,47.30936307,Federal Way - Central,"c(-122.36686071277, 47.3093630744689)"
School-Elementary,Lakeridge Elementary School,98040,-122.2286414,47.53246002,MERCER ISLAND,-122.2286393,47.53246201,Mercer Island and Point Cities,"c(-122.22863928557, 47.5324620109144)"
School-Elementary,Enterprise Elementary School,98023,-122.3410903,47.28724259,FEDERAL WAY,-122.3410869,47.28724434,Federal Way - Dash Point and Southern Rim,"c(-122.341086889421, 47.2872443410036)"
School-Elementary,Our Lady of the Lake Catholic School,98115,-122.2893218,47.69357971,SEATTLE,-122.2893205,47.69358158,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.289320466785, 47.6935815759524)"
School-Alternative,Westside School,98146,-122.3741691,47.50959221,SEATTLE,-122.3741669,47.50959401,Seattle - West Seattle,"c(-122.37416694365, 47.5095940116774)"
